Panel,Panel description,Controller,Device ID,Point Tag,I/O,System,Units,Description,Notes / Basis
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-03,CP-5-1,CP-5-1.SPDFB,AI,Heat source,%,VFD speed feedback,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-03,CP-5-1,CP-5-1.KW,AI,Heat source,kW,Power,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-03,CP-5-1,CP-5-1.FLW,BI,Heat source,-,Flow/DP proof,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-04,CP-5-2,CP-5-2.RUN,BI,Heat source,-,Run status,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-04,CP-5-2,CP-5-2.TRIP,BI,Heat source,-,VFD/pump fault,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-04,CP-5-2,CP-5-2.SS,BO,Heat source,-,Start/Stop command,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-04,CP-5-2,CP-5-2.SPD,AO,Heat source,%,VFD speed command,CP-5
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-04,CP-5-2,CP-5-2.SPDFB,AI,Heat source,%,VFD speed feedback,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-04,CP-5-2,CP-5-2.KW,AI,Heat source,kW,Power,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-04,CP-5-2,CP-5-2.FLW,BI,Heat source,-,Flow/DP proof,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-05,HP-1-1,HP-1-1.RUN,BI,Heat source,-,Run status,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-05,HP-1-1,HP-1-1.TRIP,BI,Heat source,-,VFD/pump fault,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-05,HP-1-1,HP-1-1.SS,BO,Heat source,-,Start/Stop command,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-05,HP-1-1,HP-1-1.SPD,AO,Heat source,%,VFD speed command,HP-1; sequenced; 4-pipe heating loop
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-05,HP-1-1,HP-1-1.SPDFB,AI,Heat source,%,VFD speed feedback,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-05,HP-1-1,HP-1-1.KW,AI,Heat source,kW,Power,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-05,HP-1-1,HP-1-1.FLW,BI,Heat source,-,Flow/DP proof,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-05,HP-1-2,HP-1-2.RUN,BI,Heat source,-,Run status,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-05,HP-1-2,HP-1-2.TRIP,BI,Heat source,-,VFD/pump fault,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-05,HP-1-2,HP-1-2.SS,BO,Heat source,-,Start/Stop command,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-05,HP-1-2,HP-1-2.SPD,AO,Heat source,%,VFD speed command,HP-1; sequenced; 4-pipe heating loop
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-05,HP-1-2,HP-1-2.SPDFB,AI,Heat source,%,VFD speed feedback,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-05,HP-1-2,HP-1-2.KW,AI,Heat source,kW,Power,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-05,HP-1-2,HP-1-2.FLW,BI,Heat source,-,Flow/DP proof,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-05,HP-1-3,HP-1-3.RUN,BI,Heat source,-,Run status,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-05,HP-1-3,HP-1-3.TRIP,BI,Heat source,-,VFD/pump fault,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-05,HP-1-3,HP-1-3.SS,BO,Heat source,-,Start/Stop command,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-05,HP-1-3,HP-1-3.SPD,AO,Heat source,%,VFD speed command,HP-1; sequenced; 4-pipe heating loop
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-05,HP-1-3,HP-1-3.SPDFB,AI,Heat source,%,VFD speed feedback,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-05,HP-1-3,HP-1-3.KW,AI,Heat source,kW,Power,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-05,HP-1-3,HP-1-3.FLW,BI,Heat source,-,Flow/DP proof,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-06,EXT-1,EXT-1.LVL,AI,Heat source,%,Tank level,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-06,EXT-1,EXT-1.HI,BI,Heat source,-,High-level alarm,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-06,EXT-1,EXT-1.LO,BI,Heat source,-,Low-level alarm,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-07,ST-1,ST-1.T,AI,Common,°C,Outdoor dry-bulb temp,低層 OA sensor
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-07,ST-1,ST-1.RH,AI,Common,%RH,Outdoor humidity,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-07,ST-1,ST-1.WB,AI,Common,°C,Wet-bulb temp (計測/演算),Drives CW setpoint + free-cooling
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-08,AC-1,AC-1.RUN,BI,Air side,-,Supply fan run status,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-08,AC-1,AC-1.TRIP,BI,Air side,-,Supply fan fault,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-08,AC-1,AC-1.SS,BO,Air side,-,Supply fan start/stop,Time/event schedule; banquet 'occ by event'
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-08,AC-1,AC-1.SPD,AO,Air side,%,Supply fan speed (fixed),INFERRED / no INV control per schedule
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-08,AC-1,AC-1.SAT,AI,Air side,°C,Supply air temp,SAT/RAT setpoint schedule
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-08,AC-1,AC-1.RAT,AI,Air side,°C,Return air temp,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-08,AC-1,AC-1.CCV,AO,Air side,%,Cooling coil (CHW) valve,PID to SAT; zero-energy band
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-08,AC-1,AC-1.HCV,AO,Air side,%,Heating coil (steam) valve,Season enable; deadband vs CCV
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-08,AC-1,AC-1.FLT,BI,Air side,-,Filter dirty (DP),
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-08,AC-1,AC-1.OAD,AO,Air side,%,Outdoor-air damper,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-08,AC-1,AC-1.FRZ,BI,Air side,-,Freeze protection stat,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-08,AC-2,AC-2.RUN,BI,Air side,-,Supply fan run status,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-08,AC-2,AC-2.TRIP,BI,Air side,-,Supply fan fault,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-08,AC-2,AC-2.SS,BO,Air side,-,Supply fan start/stop,Time/event schedule; banquet 'occ by event'
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-08,AC-2,AC-2.SPD,AO,Air side,%,Supply fan speed (fixed),INFERRED / no INV control per schedule
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-08,AC-2,AC-2.SAT,AI,Air side,°C,Supply air temp,SAT/RAT setpoint schedule
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-08,AC-2,AC-2.RAT,AI,Air side,°C,Return air temp,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-08,AC-2,AC-2.CCV,AO,Air side,%,Cooling coil (CHW) valve,PID to SAT; zero-energy band
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-08,AC-2,AC-2.FLT,BI,Air side,-,Filter dirty (DP),
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-08,AC-2,AC-2.OAD,AO,Air side,%,Outdoor-air damper,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-08,AC-3,AC-3.RUN,BI,Air side,-,Supply fan run status,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-08,AC-3,AC-3.TRIP,BI,Air side,-,Supply fan fault,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-08,AC-3,AC-3.SS,BO,Air side,-,Supply fan start/stop,Time/event schedule; banquet 'occ by event'
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-08,AC-3,AC-3.SPD,AO,Air side,%,Supply fan speed (fixed),INFERRED / no INV control per schedule
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-08,AC-3,AC-3.SAT,AI,Air side,°C,Supply air temp,SAT/RAT setpoint schedule
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-08,AC-3,AC-3.RAT,AI,Air side,°C,Return air temp,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-08,AC-3,AC-3.CCV,AO,Air side,%,Cooling coil (CHW) valve,PID to SAT; zero-energy band
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-08,AC-3,AC-3.FLT,BI,Air side,-,Filter dirty (DP),
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-08,AC-3,AC-3.OAD,AO,Air side,%,Outdoor-air damper,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-4,AC-4.RUN,BI,Air side,-,Supply fan run status,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-4,AC-4.TRIP,BI,Air side,-,Supply fan fault,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-4,AC-4.SS,BO,Air side,-,Supply fan start/stop,Time/event schedule; banquet 'occ by event'
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-4,AC-4.SPD,AO,Air side,%,Supply fan VFD (INV) speed,INV output schedule 0.4-1.0
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-4,AC-4.SPDFB,AI,Air side,%,Supply fan speed feedback,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-4,AC-4.SAT,AI,Air side,°C,Supply air temp,SAT/RAT setpoint schedule
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-4,AC-4.RAT,AI,Air side,°C,Return air temp,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-4,AC-4.CCV,AO,Air side,%,Cooling coil (CHW) valve,PID to SAT; zero-energy band
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-4,AC-4.FLT,BI,Air side,-,Filter dirty (DP),
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-4,AC-4.OAD,AO,Air side,%,Outdoor-air damper,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-5,AC-5.RUN,BI,Air side,-,Supply fan run status,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-5,AC-5.TRIP,BI,Air side,-,Supply fan fault,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-5,AC-5.SS,BO,Air side,-,Supply fan start/stop,Time/event schedule; banquet 'occ by event'
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-5,AC-5.SPD,AO,Air side,%,Supply fan VFD (INV) speed,INV output schedule 0.4-1.0
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-5,AC-5.SPDFB,AI,Air side,%,Supply fan speed feedback,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-5,AC-5.SAT,AI,Air side,°C,Supply air temp,Kitchen SAT 5-12°C
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-5,AC-5.RAT,AI,Air side,°C,Return air temp,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-5,AC-5.CCV,AO,Air side,%,Cooling coil (CHW) valve,PID to SAT; zero-energy band
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-5,AC-5.HCV,AO,Air side,%,Heating coil (steam) valve,Season enable; deadband vs CCV
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-5,AC-5.FLT,BI,Air side,-,Filter dirty (DP),
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-5,AC-5.OAD,AO,Air side,%,Outdoor-air damper,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-5,AC-5.FRZ,BI,Air side,-,Freeze protection stat,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-6,AC-6.RUN,BI,Air side,-,Supply fan run status,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-6,AC-6.TRIP,BI,Air side,-,Supply fan fault,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-6,AC-6.SS,BO,Air side,-,Supply fan start/stop,Time/event schedule; banquet 'occ by event'
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-6,AC-6.SPD,AO,Air side,%,Supply fan VFD (INV) speed,INV output schedule 0.4-1.0
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-6,AC-6.SPDFB,AI,Air side,%,Supply fan speed feedback,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-6,AC-6.SAT,AI,Air side,°C,Supply air temp,Kitchen SAT 5-12°C
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-6,AC-6.RAT,AI,Air side,°C,Return air temp,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-6,AC-6.CCV,AO,Air side,%,Cooling coil (CHW) valve,PID to SAT; zero-energy band
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-6,AC-6.HCV,AO,Air side,%,Heating coil (steam) valve,Season enable; deadband vs CCV
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-6,AC-6.FLT,BI,Air side,-,Filter dirty (DP),
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-6,AC-6.OAD,AO,Air side,%,Outdoor-air damper,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-09,AC-6,AC-6.FRZ,BI,Air side,-,Freeze protection stat,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-10,AC-26,AC-26.RUN,BI,Air side,-,Supply fan run status,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-10,AC-26,AC-26.TRIP,BI,Air side,-,Supply fan fault,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-10,AC-26,AC-26.SS,BO,Air side,-,Supply fan start/stop,Time/event schedule; banquet 'occ by event'
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-10,AC-26,AC-26.SPD,AO,Air side,%,Supply fan VFD (INV) speed,INV output schedule 0.4-1.0
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-10,AC-26,AC-26.SPDFB,AI,Air side,%,Supply fan speed feedback,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-10,AC-26,AC-26.SAT,AI,Air side,°C,Supply air temp,SAT/RAT setpoint schedule
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-10,AC-26,AC-26.RAT,AI,Air side,°C,Return air temp,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-10,AC-26,AC-26.CCV,AO,Air side,%,Cooling coil (CHW) valve,PID to SAT; zero-energy band
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-10,AC-26,AC-26.HCV,AO,Air side,%,Heating coil (steam) valve,Season enable; deadband vs CCV
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-10,AC-26,AC-26.FLT,BI,Air side,-,Filter dirty (DP),
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-10,AC-26,AC-26.OAD,AO,Air side,%,Outdoor-air damper,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-10,AC-26,AC-26.FRZ,BI,Air side,-,Freeze protection stat,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-11,FCU-L-N,FCU-L-N.EN,BO,Air side,-,Group enable / schedule,DHC 4-pipe; season changeover
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-11,FCU-L-N,FCU-L-N.MODE,BI,Air side,-,Cooling/Heating changeover status,順序/季節切替
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-11,FCU-L-N,FCU-L-N.CWV,AO,Air side,%,Chilled-water group valve,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-11,FCU-L-N,FCU-L-N.HWV,AO,Air side,%,Hot-water group valve,Deadband vs cooling
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-11,FCU-L-N,FCU-L-N.CWBV-F,BI,Air side,-,Chilled-water BV batch fault,冷水BV一括故障
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-11,FCU-L-N,FCU-L-N.HWBV-F,BI,Air side,-,Hot-water BV batch fault,温水BV一括故障
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-11,FCU-L-N,FCU-L-N.RT,AI,Air side,°C,Zone reference/return temp,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-11,FCU-L-NE,FCU-L-NE.EN,BO,Air side,-,Group enable / schedule,DHC 4-pipe; season changeover
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-11,FCU-L-NE,FCU-L-NE.MODE,BI,Air side,-,Cooling/Heating changeover status,順序/季節切替
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-11,FCU-L-NE,FCU-L-NE.CWV,AO,Air side,%,Chilled-water group valve,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-11,FCU-L-NE,FCU-L-NE.HWV,AO,Air side,%,Hot-water group valve,Deadband vs cooling
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-11,FCU-L-NE,FCU-L-NE.CWBV-F,BI,Air side,-,Chilled-water BV batch fault,冷水BV一括故障
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-11,FCU-L-NE,FCU-L-NE.HWBV-F,BI,Air side,-,Hot-water BV batch fault,温水BV一括故障
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-11,FCU-L-NE,FCU-L-NE.RT,AI,Air side,°C,Zone reference/return temp,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-11,FCU-L-SE,FCU-L-SE.EN,BO,Air side,-,Group enable / schedule,DHC 4-pipe; season changeover
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-11,FCU-L-SE,FCU-L-SE.MODE,BI,Air side,-,Cooling/Heating changeover status,順序/季節切替
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-11,FCU-L-SE,FCU-L-SE.CWV,AO,Air side,%,Chilled-water group valve,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-11,FCU-L-SE,FCU-L-SE.HWV,AO,Air side,%,Hot-water group valve,Deadband vs cooling
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-11,FCU-L-SE,FCU-L-SE.CWBV-F,BI,Air side,-,Chilled-water BV batch fault,冷水BV一括故障
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-11,FCU-L-SE,FCU-L-SE.HWBV-F,BI,Air side,-,Hot-water BV batch fault,温水BV一括故障
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-11,FCU-L-SE,FCU-L-SE.RT,AI,Air side,°C,Zone reference/return temp,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-12,FCU-L-S,FCU-L-S.EN,BO,Air side,-,Group enable / schedule,DHC 4-pipe; season changeover
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-12,FCU-L-S,FCU-L-S.MODE,BI,Air side,-,Cooling/Heating changeover status,順序/季節切替
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-12,FCU-L-S,FCU-L-S.CWV,AO,Air side,%,Chilled-water group valve,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-12,FCU-L-S,FCU-L-S.HWV,AO,Air side,%,Hot-water group valve,Deadband vs cooling
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-12,FCU-L-S,FCU-L-S.CWBV-F,BI,Air side,-,Chilled-water BV batch fault,冷水BV一括故障
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-12,FCU-L-S,FCU-L-S.HWBV-F,BI,Air side,-,Hot-water BV batch fault,温水BV一括故障
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-12,FCU-L-S,FCU-L-S.RT,AI,Air side,°C,Zone reference/return temp,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-12,FCU-L-SW,FCU-L-SW.EN,BO,Air side,-,Group enable / schedule,DHC 4-pipe; season changeover
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-12,FCU-L-SW,FCU-L-SW.MODE,BI,Air side,-,Cooling/Heating changeover status,順序/季節切替
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-12,FCU-L-SW,FCU-L-SW.CWV,AO,Air side,%,Chilled-water group valve,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-12,FCU-L-SW,FCU-L-SW.HWV,AO,Air side,%,Hot-water group valve,Deadband vs cooling
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-12,FCU-L-SW,FCU-L-SW.CWBV-F,BI,Air side,-,Chilled-water BV batch fault,冷水BV一括故障
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-12,FCU-L-SW,FCU-L-SW.HWBV-F,BI,Air side,-,Hot-water BV batch fault,温水BV一括故障
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-12,FCU-L-SW,FCU-L-SW.RT,AI,Air side,°C,Zone reference/return temp,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-13,SF-6,SF-6.SS,BO,Ventilation,-,Start/Stop command,Interlock w/ parent AHU
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-13,SF-6,SF-6.RUN,BI,Ventilation,-,Run status,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-13,SF-6,SF-6.TRIP,BI,Ventilation,-,Fault,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-13,EF-28,EF-28.SS,BO,Ventilation,-,Start/Stop command,Interlock w/ parent AHU
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-13,EF-28,EF-28.RUN,BI,Ventilation,-,Run status,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-13,EF-28,EF-28.TRIP,BI,Ventilation,-,Fault,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-13,EF-32,EF-32.SS,BO,Ventilation,-,Start/Stop command,Interlock w/ parent AHU
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-13,EF-32,EF-32.RUN,BI,Ventilation,-,Run status,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-13,EF-32,EF-32.TRIP,BI,Ventilation,-,Fault,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-14,EF-33,EF-33.SS,BO,Ventilation,-,Start/Stop command,Interlock w/ parent AHU
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-14,EF-33,EF-33.RUN,BI,Ventilation,-,Run status,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-14,EF-33,EF-33.TRIP,BI,Ventilation,-,Fault,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-14,EF-97,EF-97.SS,BO,Ventilation,-,Start/Stop command,Interlock w/ parent AHU
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-14,EF-97,EF-97.RUN,BI,Ventilation,-,Run status,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-14,EF-97,EF-97.TRIP,BI,Ventilation,-,Fault,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-14,RF-7,RF-7.SS,BO,Ventilation,-,Start/Stop command,Interlock w/ parent AHU
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-14,RF-7,RF-7.RUN,BI,Ventilation,-,Run status,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-14,RF-7,RF-7.TRIP,BI,Ventilation,-,Fault,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-15,RF-8,RF-8.SS,BO,Ventilation,-,Start/Stop command,Interlock w/ parent AHU
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-15,RF-8,RF-8.RUN,BI,Ventilation,-,Run status,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-15,RF-8,RF-8.TRIP,BI,Ventilation,-,Fault,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-15,RF-9,RF-9.SS,BO,Ventilation,-,Start/Stop command,Interlock w/ parent AHU
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-15,RF-9,RF-9.RUN,BI,Ventilation,-,Run status,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-15,RF-9,RF-9.TRIP,BI,Ventilation,-,Fault,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-16,POOL-FP,POOL-FP.SS,BO,Common,-,Start/Stop command,Time schedule 8:00-19:00
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-16,POOL-FP,POOL-FP.RUN,BI,Common,-,Run status,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-16,POOL-FP,POOL-FP.TRIP,BI,Common,-,Fault,
LCP-HSL,Low-rise distribution panel (低層系統),DDC-HSL-17,MTR-AHU-KWH,MTR-AHU-KWH,AI,Metering,kWh,AHU/OAU fans sub-meter,Integrating meter; thermal-demand & peak limiting
LCP-HSH,High-rise distribution panel (高層系統),DDC-HSH-01,EX-3-1,EX-3-1.P-IN,AI,Heat source,°C,Primary inlet temp (kitchen),
LCP-HSH,High-rise distribution panel (高層系統),DDC-HSH-01,EX-3-1,EX-3-1.S-OUT,AI,Heat source,°C,Secondary outlet (supply) temp,
LCP-HSH,High-rise distribution panel (高層系統),DDC-HSH-01,EX-3-1,EX-3-1.PV,AO,Heat source,%,Primary control valve,Modulate to hold S-OUT
LCP-HSH,High-rise distribution panel (高層系統),DDC-HSH-01,EX-3-1,EX-3-1.PVFB,AI,Heat source,%,Primary valve position fb,
LCP-HSH,High-rise distribution panel (高層系統),DDC-HSH-01,EX-3-2,EX-3-2.P-IN,AI,Heat source,°C,Primary inlet temp (kitchen),
LCP-HSH,High-rise distribution panel (高層系統),DDC-HSH-01,EX-3-2,EX-3-2.S-OUT,AI,Heat source,°C,Secondary outlet (supply) temp,
LCP-HSH,High-rise distribution panel (高層系統),DDC-HSH-01,EX-3-2,EX-3-2.PV,AO,Heat source,%,Primary control valve,Modulate to hold S-OUT
LCP-HSH,High-rise distribution panel (高層系統),DDC-HSH-01,EX-3-2,EX-3-2.PVFB,AI,Heat source,%,Primary valve position fb,
LCP-HSH,High-rise distribution panel (高層系統),DDC-HSH-02,CP-2-1,CP-2-1.RUN,BI,Heat source,-,Run status,
LCP-HSH,High-rise distribution panel (高層系統),DDC-HSH-02,CP-2-1,CP-2-1.TRIP,BI,Heat source,-,VFD/pump fault,
